comunidad,nivel_educativo,ano,miles_parados,miles_activos,tasa_paro
Andalucía,Analfabetos,2014,18.3,27.3,67.03
Andalucía,Analfabetos,2015,14.2,22.9,62.01
Andalucía,Analfabetos,2016,10.2,20.7,49.28
Andalucía,Analfabetos,2017,7.2,19.8,36.36
Andalucía,Analfabetos,2018,5.8,15.0,38.67
Andalucía,Analfabetos,2019,6.9,15.2,45.39
Andalucía,Analfabetos,2020,7.5,18.3,40.98
Andalucía,Analfabetos,2021,7.7,26.1,29.5
Andalucía,Analfabetos,2022,10.6,22.6,46.9
Andalucía,Analfabetos,2023,7.6,15.0,50.67
Andalucía,Analfabetos,2024,6.4,14.6,43.84
Andalucía,Básica,2014,63.7,112.3,56.72
Andalucía,Básica,2014,63.7,418.7,15.21
Andalucía,Básica,2015,51.6,116.1,44.44
Andalucía,Básica,2015,51.6,384.6,13.42
Andalucía,Básica,2016,49.5,106.1,46.65
Andalucía,Básica,2016,49.5,353.3,14.01
Andalucía,Básica,2017,41.3,96.6,42.75
Andalucía,Básica,2017,41.3,333.5,12.38
Andalucía,Básica,2018,39.6,96.1,41.21
Andalucía,Básica,2018,39.6,312.5,12.67
Andalucía,Básica,2019,27.7,89.4,30.98
Andalucía,Básica,2019,27.7,282.6,9.8
Andalucía,Básica,2020,25.4,84.5,30.06
Andalucía,Básica,2020,25.4,257.4,9.87
Andalucía,Básica,2021,25.5,83.7,30.47
Andalucía,Básica,2021,25.5,229.0,11.14
Andalucía,Básica,2022,19.9,71.5,27.83
Andalucía,Básica,2022,19.9,226.6,8.78
Andalucía,Básica,2023,16.9,65.5,25.8
Andalucía,Básica,2023,16.9,224.9,7.51
Andalucía,Básica,2024,19.5,58.7,33.22
Andalucía,Básica,2024,19.5,215.8,9.04
Andalucía,Básica,2014,198.6,112.3,176.85
Andalucía,Básica,2014,198.6,418.7,47.43
Andalucía,Básica,2015,173.2,116.1,149.18
Andalucía,Básica,2015,173.2,384.6,45.03
Andalucía,Básica,2016,147.9,106.1,139.4
Andalucía,Básica,2016,147.9,353.3,41.86
Andalucía,Básica,2017,134.6,96.6,139.34
Andalucía,Básica,2017,134.6,333.5,40.36
Andalucía,Básica,2018,110.3,96.1,114.78
Andalucía,Básica,2018,110.3,312.5,35.3
Andalucía,Básica,2019,92.3,89.4,103.24
Andalucía,Básica,2019,92.3,282.6,32.66
Andalucía,Básica,2020,86.7,84.5,102.6
Andalucía,Básica,2020,86.7,257.4,33.68
Andalucía,Básica,2021,77.9,83.7,93.07
Andalucía,Básica,2021,77.9,229.0,34.02
Andalucía,Básica,2022,72.7,71.5,101.68
Andalucía,Básica,2022,72.7,226.6,32.08
Andalucía,Básica,2023,72.2,65.5,110.23
Andalucía,Básica,2023,72.2,224.9,32.1
Andalucía,Básica,2024,64.1,58.7,109.2
Andalucía,Básica,2024,64.1,215.8,29.7
Andalucía,ESO,2014,601.6,,
Andalucía,ESO,2015,541.2,,
Andalucía,ESO,2016,502.0,,
Andalucía,ESO,2017,447.0,,
Andalucía,ESO,2018,385.3,,
Andalucía,ESO,2019,362.8,,
Andalucía,ESO,2020,353.9,,
Andalucía,ESO,2021,362.8,,
Andalucía,ESO,2022,317.3,,
Andalucía,ESO,2023,304.6,,
Andalucía,ESO,2024,269.1,,
Andalucía,Otros,2014,134.3,463.2,28.99
Andalucía,Otros,2015,127.7,476.3,26.81
Andalucía,Otros,2016,107.8,436.4,24.7
Andalucía,Otros,2017,95.9,451.2,21.25
Andalucía,Otros,2018,95.2,461.8,20.61
Andalucía,Otros,2019,87.3,469.1,18.61
Andalucía,Otros,2020,95.1,443.6,21.44
Andalucía,Otros,2021,90.9,431.8,21.05
Andalucía,Otros,2022,87.1,461.0,18.89
Andalucía,Otros,2023,88.0,490.8,17.93
Andalucía,Otros,2024,80.5,489.5,16.45
Andalucía,FP,2014,131.1,397.7,32.96
Andalucía,FP,2015,126.0,403.6,31.22
Andalucía,FP,2016,113.5,409.0,27.75
Andalucía,FP,2017,99.7,385.6,25.86
Andalucía,FP,2018,93.5,407.5,22.94
Andalucía,FP,2019,95.7,430.9,22.21
Andalucía,FP,2020,93.1,413.5,22.52
Andalucía,FP,2021,105.7,464.0,22.78
Andalucía,FP,2022,88.8,452.0,19.65
Andalucía,FP,2023,81.9,451.1,18.16
Andalucía,FP,2024,79.9,463.5,17.24
Andalucía,Superior,2014,257.1,,
Andalucía,Superior,2015,241.0,,
Andalucía,Superior,2016,220.2,,
Andalucía,Superior,2017,184.1,,
Andalucía,Superior,2018,174.9,,
Andalucía,Superior,2019,166.0,,
Andalucía,Superior,2020,204.6,,
Andalucía,Superior,2021,211.0,,
Andalucía,Superior,2022,177.8,,
Andalucía,Superior,2023,183.8,,
Andalucía,Superior,2024,162.7,,
Aragón,Analfabetos,2014,1.4,2.0,70.0
Aragón,Analfabetos,2015,0.8,1.8,44.44
Aragón,Analfabetos,2016,0.2,1.0,20.0
Aragón,Analfabetos,2017,0.5,1.9,26.32
Aragón,Analfabetos,2018,0.5,1.0,50.0
Aragón,Analfabetos,2019,1.0,1.4,71.43
Aragón,Analfabetos,2020,1.2,3.2,37.5
Aragón,Analfabetos,2021,0.8,2.3,34.78
Aragón,Analfabetos,2022,1.0,3.7,27.03
Aragón,Analfabetos,2023,0.5,2.5,20.0
Aragón,Analfabetos,2024,0.9,2.4,37.5
Aragón,Básica,2014,3.6,7.0,51.43
Aragón,Básica,2014,3.6,62.0,5.81
Aragón,Básica,2015,2.4,6.1,39.34
Aragón,Básica,2015,2.4,50.5,4.75
Aragón,Básica,2016,2.4,5.1,47.06
Aragón,Básica,2016,2.4,45.8,5.24
Aragón,Básica,2017,1.0,3.4,29.41
Aragón,Básica,2017,1.0,40.5,2.47
Aragón,Básica,2018,1.6,5.2,30.77
Aragón,Básica,2018,1.6,38.5,4.16
Aragón,Básica,2019,1.5,4.6,32.61
Aragón,Básica,2019,1.5,27.1,5.54
Aragón,Básica,2020,1.9,4.1,46.34
Aragón,Básica,2020,1.9,25.5,7.45
Aragón,Básica,2021,0.8,3.7,21.62
Aragón,Básica,2021,0.8,23.2,3.45
Aragón,Básica,2022,2.1,7.3,28.77
Aragón,Básica,2022,2.1,23.8,8.82
Aragón,Básica,2023,1.0,7.2,13.89
Aragón,Básica,2023,1.0,21.0,4.76
Aragón,Básica,2024,1.0,6.6,15.15
Aragón,Básica,2024,1.0,20.5,4.88
Aragón,Básica,2014,19.3,7.0,275.71
Aragón,Básica,2014,19.3,62.0,31.13
Aragón,Básica,2015,14.2,6.1,232.79
Aragón,Básica,2015,14.2,50.5,28.12
Aragón,Básica,2016,10.5,5.1,205.88
Aragón,Básica,2016,10.5,45.8,22.93
Aragón,Básica,2017,9.1,3.4,267.65
Aragón,Básica,2017,9.1,40.5,22.47
Aragón,Básica,2018,9.5,5.2,182.69
Aragón,Básica,2018,9.5,38.5,24.68
Aragón,Básica,2019,7.7,4.6,167.39
Aragón,Básica,2019,7.7,27.1,28.41
Aragón,Básica,2020,6.4,4.1,156.1
Aragón,Básica,2020,6.4,25.5,25.1
Aragón,Básica,2021,4.5,3.7,121.62
Aragón,Básica,2021,4.5,23.2,19.4
Aragón,Básica,2022,5.3,7.3,72.6
Aragón,Básica,2022,5.3,23.8,22.27
Aragón,Básica,2023,5.3,7.2,73.61
Aragón,Básica,2023,5.3,21.0,25.24
Aragón,Básica,2024,4.7,6.6,71.21
Aragón,Básica,2024,4.7,20.5,22.93
Aragón,ESO,2014,37.3,157.1,23.74
Aragón,ESO,2015,32.3,170.5,18.94
Aragón,ESO,2016,30.1,164.4,18.31
Aragón,ESO,2017,25.8,167.1,15.44
Aragón,ESO,2018,22.5,165.3,13.61
Aragón,ESO,2019,19.7,170.5,11.55
Aragón,ESO,2020,22.9,153.4,14.93
Aragón,ESO,2021,18.5,152.5,12.13
Aragón,ESO,2022,22.8,168.2,13.56
Aragón,ESO,2023,18.4,173.2,10.62
Aragón,ESO,2024,18.8,180.2,10.43
Aragón,Otros,2014,23.3,97.4,23.92
Aragón,Otros,2015,20.0,96.8,20.66
Aragón,Otros,2016,17.9,103.3,17.33
Aragón,Otros,2017,12.7,94.3,13.47
Aragón,Otros,2018,11.1,88.7,12.51
Aragón,Otros,2019,9.8,94.1,10.41
Aragón,Otros,2020,12.2,98.2,12.42
Aragón,Otros,2021,11.9,100.3,11.86
Aragón,Otros,2022,7.2,81.9,8.79
Aragón,Otros,2023,6.6,75.9,8.7
Aragón,Otros,2024,9.2,82.2,11.19
Aragón,FP,2014,15.6,76.1,20.5
Aragón,FP,2015,11.7,76.0,15.39
Aragón,FP,2016,11.6,80.5,14.41
Aragón,FP,2017,9.1,82.2,11.07
Aragón,FP,2018,8.4,83.9,10.01
Aragón,FP,2019,8.6,85.5,10.06
Aragón,FP,2020,9.8,91.7,10.69
Aragón,FP,2021,11.4,95.6,11.92
Aragón,FP,2022,8.8,83.6,10.53
Aragón,FP,2023,8.0,89.2,8.97
Aragón,FP,2024,7.3,92.3,7.91
Aragón,Superior,2014,30.8,249.0,12.37
Aragón,Superior,2015,23.9,244.8,9.76
Aragón,Superior,2016,23.0,249.7,9.21
Aragón,Superior,2017,16.4,251.0,6.53
Aragón,Superior,2018,14.6,259.5,5.63
Aragón,Superior,2019,17.1,269.8,6.34
Aragón,Superior,2020,21.0,269.4,7.8
Aragón,Superior,2021,19.8,278.8,7.1
Aragón,Superior,2022,16.6,295.1,5.63
Aragón,Superior,2023,17.5,299.7,5.84
Aragón,Superior,2024,13.1,291.0,4.5
"Asturias, Principado de",Analfabetos,2014,0.2,0.4,50.0
"Asturias, Principado de",Analfabetos,2015,0.3,1.0,30.0
"Asturias, Principado de",Analfabetos,2016,0.1,0.4,25.0
"Asturias, Principado de",Analfabetos,2017,0.0,0.1,0.0
"Asturias, Principado de",Analfabetos,2018,,0.2,
"Asturias, Principado de",Analfabetos,2019,0.2,0.4,50.0
"Asturias, Principado de",Analfabetos,2020,0.1,0.1,100.0
"Asturias, Principado de",Analfabetos,2021,0.2,0.2,100.0
"Asturias, Principado de",Analfabetos,2022,0.3,0.3,100.0
"Asturias, Principado de",Analfabetos,2023,,,
"Asturias, Principado de",Analfabetos,2024,0.8,1.1,72.73
"Asturias, Principado de",Básica,2014,1.3,2.7,48.15
"Asturias, Principado de",Básica,2014,1.3,30.7,4.23
"Asturias, Principado de",Básica,2015,0.5,1.6,31.25
"Asturias, Principado de",Básica,2015,0.5,29.9,1.67
"Asturias, Principado de",Básica,2016,0.2,1.3,15.38
"Asturias, Principado de",Básica,2016,0.2,31.9,0.63
"Asturias, Principado de",Básica,2017,0.4,1.6,25.0
"Asturias, Principado de",Básica,2017,0.4,21.4,1.87
"Asturias, Principado de",Básica,2018,0.5,1.8,27.78
"Asturias, Principado de",Básica,2018,0.5,16.2,3.09
"Asturias, Principado de",Básica,2019,0.3,0.8,37.5
"Asturias, Principado de",Básica,2019,0.3,8.7,3.45
"Asturias, Principado de",Básica,2020,0.1,1.2,8.33
"Asturias, Principado de",Básica,2020,0.1,8.0,1.25
"Asturias, Principado de",Básica,2021,,1.2,
"Asturias, Principado de",Básica,2021,,6.8,
"Asturias, Principado de",Básica,2022,0.3,1.1,27.27
"Asturias, Principado de",Básica,2022,0.3,6.8,4.41
"Asturias, Principado de",Básica,2023,0.4,0.7,57.14
"Asturias, Principado de",Básica,2023,0.4,7.4,5.41
"Asturias, Principado de",Básica,2024,0.3,0.7,42.86
"Asturias, Principado de",Básica,2024,0.3,6.1,4.92
"Asturias, Principado de",Básica,2014,9.2,2.7,340.74
"Asturias, Principado de",Básica,2014,9.2,30.7,29.97
"Asturias, Principado de",Básica,2015,8.7,1.6,543.75
"Asturias, Principado de",Básica,2015,8.7,29.9,29.1
"Asturias, Principado de",Básica,2016,8.1,1.3,623.08
"Asturias, Principado de",Básica,2016,8.1,31.9,25.39
"Asturias, Principado de",Básica,2017,6.0,1.6,375.0
"Asturias, Principado de",Básica,2017,6.0,21.4,28.04
"Asturias, Principado de",Básica,2018,3.8,1.8,211.11
"Asturias, Principado de",Básica,2018,3.8,16.2,23.46
"Asturias, Principado de",Básica,2019,2.5,0.8,312.5
"Asturias, Principado de",Básica,2019,2.5,8.7,28.74
"Asturias, Principado de",Básica,2020,1.9,1.2,158.33
"Asturias, Principado de",Básica,2020,1.9,8.0,23.75
"Asturias, Principado de",Básica,2021,1.7,1.2,141.67
"Asturias, Principado de",Básica,2021,1.7,6.8,25.0
"Asturias, Principado de",Básica,2022,1.9,1.1,172.73
"Asturias, Principado de",Básica,2022,1.9,6.8,27.94
"Asturias, Principado de",Básica,2023,2.4,0.7,342.86
"Asturias, Principado de",Básica,2023,2.4,7.4,32.43
"Asturias, Principado de",Básica,2024,2.2,0.7,314.29
"Asturias, Principado de",Básica,2024,2.2,6.1,36.07
"Asturias, Principado de",ESO,2014,35.0,120.4,29.07
"Asturias, Principado de",ESO,2015,28.2,108.6,25.97
"Asturias, Principado de",ESO,2016,25.5,105.6,24.15
"Asturias, Principado de",ESO,2017,20.2,107.5,18.79
"Asturias, Principado de",ESO,2018,20.4,107.0,19.07
"Asturias, Principado de",ESO,2019,23.2,114.8,20.21
"Asturias, Principado de",ESO,2020,19.5,103.7,18.8
"Asturias, Principado de",ESO,2021,16.9,107.1,15.78
"Asturias, Principado de",ESO,2022,18.3,109.0,16.79
"Asturias, Principado de",ESO,2023,17.5,107.8,16.23
"Asturias, Principado de",ESO,2024,14.9,104.4,14.27
"Asturias, Principado de",Otros,2014,10.0,61.2,16.34
"Asturias, Principado de",Otros,2015,10.8,64.8,16.67
"Asturias, Principado de",Otros,2016,10.6,65.0,16.31
"Asturias, Principado de",Otros,2017,9.1,62.0,14.68
"Asturias, Principado de",Otros,2018,10.0,61.1,16.37
"Asturias, Principado de",Otros,2019,11.0,63.2,17.41
"Asturias, Principado de",Otros,2020,11.1,63.1,17.59
"Asturias, Principado de",Otros,2021,8.5,56.3,15.1
"Asturias, Principado de",Otros,2022,7.9,56.6,13.96
"Asturias, Principado de",Otros,2023,8.7,56.7,15.34
"Asturias, Principado de",Otros,2024,8.0,62.1,12.88
"Asturias, Principado de",FP,2014,11.1,48.9,22.7
"Asturias, Principado de",FP,2015,8.3,48.1,17.26
"Asturias, Principado de",FP,2016,8.2,48.9,16.77
"Asturias, Principado de",FP,2017,5.7,48.8,11.68
"Asturias, Principado de",FP,2018,7.9,48.6,16.26
"Asturias, Principado de",FP,2019,7.3,45.4,16.08
"Asturias, Principado de",FP,2020,8.3,51.2,16.21
"Asturias, Principado de",FP,2021,7.9,55.4,14.26
"Asturias, Principado de",FP,2022,7.4,54.3,13.63
"Asturias, Principado de",FP,2023,8.4,58.7,14.31
"Asturias, Principado de",FP,2024,6.7,66.7,10.04
"Asturias, Principado de",Superior,2014,33.9,212.7,15.94
"Asturias, Principado de",Superior,2015,32.2,211.0,15.26
"Asturias, Principado de",Superior,2016,30.0,215.5,13.92
"Asturias, Principado de",Superior,2017,21.5,217.1,9.9
"Asturias, Principado de",Superior,2018,19.2,218.7,8.78
"Asturias, Principado de",Superior,2019,19.6,217.8,9.0
"Asturias, Principado de",Superior,2020,21.6,216.5,9.98
"Asturias, Principado de",Superior,2021,19.8,219.6,9.02
"Asturias, Principado de",Superior,2022,18.8,210.8,8.92
"Asturias, Principado de",Superior,2023,16.9,215.3,7.85
"Asturias, Principado de",Superior,2024,13.6,219.0,6.21
"Balears, Illes",Analfabetos,2014,1.9,1.9,100.0
"Balears, Illes",Analfabetos,2015,2.1,4.2,50.0
"Balears, Illes",Analfabetos,2016,1.6,4.4,36.36
"Balears, Illes",Analfabetos,2017,0.9,2.4,37.5
"Balears, Illes",Analfabetos,2018,0.6,1.3,46.15
"Balears, Illes",Analfabetos,2019,0.7,2.0,35.0
"Balears, Illes",Analfabetos,2020,0.5,2.3,21.74
"Balears, Illes",Analfabetos,2021,0.8,3.0,26.67
"Balears, Illes",Analfabetos,2022,0.1,2.0,5.0
"Balears, Illes",Analfabetos,2023,0.7,3.2,21.87
"Balears, Illes",Analfabetos,2024,0.3,2.3,13.04
"Balears, Illes",Básica,2014,4.1,11.0,37.27
"Balears, Illes",Básica,2014,4.1,37.9,10.82
"Balears, Illes",Básica,2015,3.6,10.7,33.64
"Balears, Illes",Básica,2015,3.6,33.9,10.62
"Balears, Illes",Básica,2016,2.0,8.0,25.0
"Balears, Illes",Básica,2016,2.0,27.6,7.25
"Balears, Illes",Básica,2017,1.1,7.8,14.1
"Balears, Illes",Básica,2017,1.1,25.0,4.4
"Balears, Illes",Básica,2018,1.4,6.4,21.87
"Balears, Illes",Básica,2018,1.4,30.6,4.58
"Balears, Illes",Básica,2019,0.8,8.1,9.88
"Balears, Illes",Básica,2019,0.8,29.9,2.68
"Balears, Illes",Básica,2020,1.0,3.4,29.41
"Balears, Illes",Básica,2020,1.0,19.1,5.24
"Balears, Illes",Básica,2021,1.3,3.0,43.33
"Balears, Illes",Básica,2021,1.3,22.3,5.83
"Balears, Illes",Básica,2022,0.6,7.3,8.22
"Balears, Illes",Básica,2022,0.6,30.0,2.0
"Balears, Illes",Básica,2023,1.3,7.0,18.57
"Balears, Illes",Básica,2023,1.3,28.4,4.58
"Balears, Illes",Básica,2024,0.8,4.6,17.39
"Balears, Illes",Básica,2024,0.8,28.0,2.86
"Balears, Illes",Básica,2014,10.7,11.0,97.27
"Balears, Illes",Básica,2014,10.7,37.9,28.23
"Balears, Illes",Básica,2015,9.1,10.7,85.05
"Balears, Illes",Básica,2015,9.1,33.9,26.84
"Balears, Illes",Básica,2016,5.3,8.0,66.25
"Balears, Illes",Básica,2016,5.3,27.6,19.2
"Balears, Illes",Básica,2017,2.8,7.8,35.9
"Balears, Illes",Básica,2017,2.8,25.0,11.2
"Balears, Illes",Básica,2018,3.5,6.4,54.69
"Balears, Illes",Básica,2018,3.5,30.6,11.44
"Balears, Illes",Básica,2019,4.8,8.1,59.26
"Balears, Illes",Básica,2019,4.8,29.9,16.05
"Balears, Illes",Básica,2020,4.9,3.4,144.12
"Balears, Illes",Básica,2020,4.9,19.1,25.65
"Balears, Illes",Básica,2021,5.6,3.0,186.67
"Balears, Illes",Básica,2021,5.6,22.3,25.11
"Balears, Illes",Básica,2022,7.5,7.3,102.74
"Balears, Illes",Básica,2022,7.5,30.0,25.0
"Balears, Illes",Básica,2023,6.4,7.0,91.43
"Balears, Illes",Básica,2023,6.4,28.4,22.54
"Balears, Illes",Básica,2024,5.3,4.6,115.22
"Balears, Illes",Básica,2024,5.3,28.0,18.93
"Balears, Illes",ESO,2014,51.8,216.8,23.89
"Balears, Illes",ESO,2015,45.9,214.5,21.4
"Balears, Illes",ESO,2016,41.3,210.7,19.6
"Balears, Illes",ESO,2017,36.4,209.6,17.37
"Balears, Illes",ESO,2018,30.9,218.2,14.16
"Balears, Illes",ESO,2019,30.0,215.0,13.95
"Balears, Illes",ESO,2020,35.6,186.3,19.11
"Balears, Illes",ESO,2021,31.3,173.7,18.02
"Balears, Illes",ESO,2022,24.7,191.5,12.9
"Balears, Illes",ESO,2023,22.9,197.6,11.59
"Balears, Illes",ESO,2024,22.1,202.0,10.94
"Balears, Illes",Otros,2014,19.1,104.8,18.23
"Balears, Illes",Otros,2015,19.4,113.6,17.08
"Balears, Illes",Otros,2016,13.1,112.3,11.67
"Balears, Illes",Otros,2017,14.2,108.0,13.15
"Balears, Illes",Otros,2018,16.2,111.8,14.49
"Balears, Illes",Otros,2019,15.6,106.1,14.7
"Balears, Illes",Otros,2020,24.7,115.7,21.35
"Balears, Illes",Otros,2021,18.9,109.0,17.34
"Balears, Illes",Otros,2022,14.1,117.6,11.99
"Balears, Illes",Otros,2023,12.6,125.6,10.03
"Balears, Illes",Otros,2024,13.3,111.0,11.98
"Balears, Illes",FP,2014,10.8,54.1,19.96
"Balears, Illes",FP,2015,10.2,61.4,16.61
"Balears, Illes",FP,2016,9.0,67.4,13.35
"Balears, Illes",FP,2017,7.4,64.6,11.46
"Balears, Illes",FP,2018,9.4,70.0,13.43
"Balears, Illes",FP,2019,9.1,71.1,12.8
"Balears, Illes",FP,2020,11.5,70.7,16.27
"Balears, Illes",FP,2021,9.2,76.9,11.96
"Balears, Illes",FP,2022,5.8,68.8,8.43
"Balears, Illes",FP,2023,7.4,72.0,10.28
"Balears, Illes",FP,2024,7.2,80.0,9.0
"Balears, Illes",Superior,2014,22.3,177.0,12.6
"Balears, Illes",Superior,2015,16.4,178.1,9.21
"Balears, Illes",Superior,2016,13.3,185.8,7.16
"Balears, Illes",Superior,2017,13.5,196.4,6.87
"Balears, Illes",Superior,2018,10.9,194.8,5.6
"Balears, Illes",Superior,2019,15.0,215.0,6.98
"Balears, Illes",Superior,2020,23.6,232.5,10.15
"Balears, Illes",Superior,2021,22.7,240.1,9.45
"Balears, Illes",Superior,2022,15.6,227.2,6.87
"Balears, Illes",Superior,2023,16.4,223.7,7.33
"Balears, Illes",Superior,2024,13.6,241.8,5.62
Canarias,Analfabetos,2014,1.4,3.3,42.42
Canarias,Analfabetos,2015,2.5,7.9,31.65
Canarias,Analfabetos,2016,0.8,3.7,21.62
Canarias,Analfabetos,2017,1.3,2.8,46.43
Canarias,Analfabetos,2018,1.1,1.9,57.89
Canarias,Analfabetos,2019,0.6,1.3,46.15
Canarias,Analfabetos,2020,2.5,3.0,83.33
Canarias,Analfabetos,2021,1.8,3.2,56.25
Canarias,Analfabetos,2022,0.6,2.6,23.08
Canarias,Analfabetos,2023,0.8,1.4,57.14
Canarias,Analfabetos,2024,0.5,3.3,15.15
Canarias,Básica,2014,14.2,33.3,42.64
Canarias,Básica,2014,14.2,129.6,10.96
Canarias,Básica,2015,10.7,30.6,34.97
Canarias,Básica,2015,10.7,121.5,8.81
Canarias,Básica,2016,9.5,25.1,37.85
Canarias,Básica,2016,9.5,108.1,8.79
Canarias,Básica,2017,6.5,20.3,32.02
Canarias,Básica,2017,6.5,104.5,6.22
Canarias,Básica,2018,6.6,27.0,24.44
Canarias,Básica,2018,6.6,87.6,7.53
Canarias,Básica,2019,4.7,15.0,31.33
Canarias,Básica,2019,4.7,90.4,5.2
Canarias,Básica,2020,5.9,18.4,32.07
Canarias,Básica,2020,5.9,76.7,7.69
Canarias,Básica,2021,4.6,12.9,35.66
Canarias,Básica,2021,4.6,76.9,5.98
Canarias,Básica,2022,2.4,10.7,22.43
Canarias,Básica,2022,2.4,67.4,3.56
Canarias,Básica,2023,2.0,11.3,17.7
Canarias,Básica,2023,2.0,69.7,2.87
Canarias,Básica,2024,2.1,9.5,22.11
Canarias,Básica,2024,2.1,64.9,3.24
Canarias,Básica,2014,57.8,33.3,173.57
Canarias,Básica,2014,57.8,129.6,44.6
Canarias,Básica,2015,47.0,30.6,153.59
Canarias,Básica,2015,47.0,121.5,38.68
Canarias,Básica,2016,39.4,25.1,156.97
Canarias,Básica,2016,39.4,108.1,36.45
Canarias,Básica,2017,33.9,20.3,167.0
Canarias,Básica,2017,33.9,104.5,32.44
Canarias,Básica,2018,28.1,27.0,104.07
Canarias,Básica,2018,28.1,87.6,32.08
Canarias,Básica,2019,28.0,15.0,186.67
Canarias,Básica,2019,28.0,90.4,30.97
Canarias,Básica,2020,25.7,18.4,139.67
Canarias,Básica,2020,25.7,76.7,33.51
Canarias,Básica,2021,28.4,12.9,220.16
Canarias,Básica,2021,28.4,76.9,36.93
Canarias,Básica,2022,19.2,10.7,179.44
Canarias,Básica,2022,19.2,67.4,28.49
Canarias,Básica,2023,21.2,11.3,187.61
Canarias,Básica,2023,21.2,69.7,30.42
Canarias,Básica,2024,12.0,9.5,126.32
Canarias,Básica,2024,12.0,64.9,18.49
Canarias,ESO,2014,128.5,339.7,37.83
Canarias,ESO,2015,123.1,344.2,35.76
Canarias,ESO,2016,104.8,328.5,31.9
Canarias,ESO,2017,93.9,323.5,29.03
Canarias,ESO,2018,84.3,333.1,25.31
Canarias,ESO,2019,84.5,326.5,25.88
Canarias,ESO,2020,77.0,283.8,27.13
Canarias,ESO,2021,84.2,280.2,30.05
Canarias,ESO,2022,64.3,288.8,22.26
Canarias,ESO,2023,63.2,313.1,20.19
Canarias,ESO,2024,56.5,315.1,17.93
Canarias,Otros,2014,54.4,173.7,31.32
Canarias,Otros,2015,45.4,179.1,25.35
Canarias,Otros,2016,41.7,183.4,22.74
Canarias,Otros,2017,40.8,190.1,21.46
Canarias,Otros,2018,30.6,191.1,16.01
Canarias,Otros,2019,33.0,193.6,17.05
Canarias,Otros,2020,40.5,195.6,20.71
Canarias,Otros,2021,45.9,176.8,25.96
Canarias,Otros,2022,40.1,196.7,20.39
Canarias,Otros,2023,32.9,204.7,16.07
Canarias,Otros,2024,29.2,205.3,14.22
Canarias,FP,2014,29.3,94.5,31.01
Canarias,FP,2015,32.9,110.7,29.72
Canarias,FP,2016,32.4,104.7,30.95
Canarias,FP,2017,24.7,104.5,23.64
Canarias,FP,2018,22.2,109.6,20.26
Canarias,FP,2019,23.6,106.6,22.14
Canarias,FP,2020,22.4,103.0,21.75
Canarias,FP,2021,24.4,115.0,21.22
Canarias,FP,2022,23.1,118.9,19.43
Canarias,FP,2023,21.7,131.2,16.54
Canarias,FP,2024,17.7,126.6,13.98
Canarias,Superior,2014,68.7,319.0,21.54
Canarias,Superior,2015,62.1,317.7,19.55
Canarias,Superior,2016,58.1,346.5,16.77
Canarias,Superior,2017,56.7,353.5,16.04
Canarias,Superior,2018,52.5,372.1,14.11
Canarias,Superior,2019,59.2,405.9,14.58
Canarias,Superior,2020,74.5,417.7,17.84
Canarias,Superior,2021,65.3,420.0,15.55
Canarias,Superior,2022,48.3,438.2,11.02
Canarias,Superior,2023,43.8,422.5,10.37
Canarias,Superior,2024,42.6,441.4,9.65
Cantabria,Analfabetos,2014,,0.2,
Cantabria,Analfabetos,2015,,0.2,
Cantabria,Analfabetos,2016,0.0,0.1,0.0
Cantabria,Analfabetos,2017,0.3,0.5,60.0
Cantabria,Analfabetos,2018,0.1,0.3,33.33
Cantabria,Analfabetos,2019,0.1,0.5,20.0
Cantabria,Analfabetos,2020,0.1,0.5,20.0
Cantabria,Analfabetos,2021,,,
Cantabria,Analfabetos,2022,0.1,0.4,25.0
Cantabria,Analfabetos,2023,,0.0,
Cantabria,Analfabetos,2024,0.0,0.0,
Cantabria,Básica,2014,0.1,0.8,12.5
Cantabria,Básica,2014,0.1,14.8,0.68
Cantabria,Básica,2015,0.4,0.7,57.14
Cantabria,Básica,2015,0.4,9.6,4.17
Cantabria,Básica,2016,,0.7,
Cantabria,Básica,2016,,7.6,
Cantabria,Básica,2017,0.3,1.1,27.27
Cantabria,Básica,2017,0.3,7.4,4.05
Cantabria,Básica,2018,0.1,0.6,16.67
Cantabria,Básica,2018,0.1,7.2,1.39
Cantabria,Básica,2019,0.1,0.9,11.11
Cantabria,Básica,2019,0.1,4.7,2.13
Cantabria,Básica,2020,0.3,1.4,21.43
Cantabria,Básica,2020,0.3,4.2,7.14
Cantabria,Básica,2021,0.2,1.1,18.18
Cantabria,Básica,2021,0.2,4.5,4.44
Cantabria,Básica,2022,,0.6,
Cantabria,Básica,2022,,2.7,
Cantabria,Básica,2023,,0.5,
Cantabria,Básica,2023,,3.5,
Cantabria,Básica,2024,0.2,1.2,16.67
Cantabria,Básica,2024,0.2,3.3,6.06
Cantabria,Básica,2014,4.0,0.8,500.0
Cantabria,Básica,2014,4.0,14.8,27.03
Cantabria,Básica,2015,1.9,0.7,271.43
Cantabria,Básica,2015,1.9,9.6,19.79
Cantabria,Básica,2016,2.1,0.7,300.0
Cantabria,Básica,2016,2.1,7.6,27.63
Cantabria,Básica,2017,1.8,1.1,163.64
Cantabria,Básica,2017,1.8,7.4,24.32
Cantabria,Básica,2018,1.2,0.6,200.0
Cantabria,Básica,2018,1.2,7.2,16.67
